horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tränare;Plats%;Snittodds;Poäng;Hemmabana;raceIdx;result;won;pValue;plats
10;1;0;8;1;0.0623;1182200;0.15;71;7;13908;2;1;85;13;8;6;8.63;2.52;1;0.32;23.20;1150;1;5;8;0;0.0;0
11;209;0;7;47;0.020499999999999997;1582900;0.2;39;11;35175;2;1;45;9;8;6;17.41;4.60;144;0.51;16.49;1645;12;5;99;0;0.0;0
0;210;2;4;16;0.19260000000000002;150567;0.4;12;3;15056;2;1;10;4;1;1;4.49;2.08;43;0.6;3.18;1815;9;6;3;0;0.0;1
1;211;2;5;91;0.0069;149300;0.13;43;2;9331;2;1;16;2;4;1;41.16;10.03;145;0.44;13.69;1185;18;6;1;1;41.16;1
2;212;2;4;8;0.0025;136000;0.22;52;3;15111;1;1;9;2;1;1;99.9;99.9;146;0.44;8.82;1195;12;6;s;0;0.0;0
3;17;2;4;1;0.0029;247800;0.0;14;3;10325;2;1;24;0;1;5;104.18;15.39;1;0.25;71.45;1005;1;6;5;0;0.0;0
4;213;2;6;81;0.050300000000000004;421100;0.23;19;2;13583;2;0;31;7;2;3;11.45;3.89;147;0.39;25.52;1774;24;6;8;0;0.0;0
5;214;2;5;27;0.0775;232510;0.21;19;2;8017;2;1;29;6;4;2;10.88;3.03;34;0.41;16.38;680;14;6;99;0;0.0;0
6;215;2;5;6;0.0189;409900;0.13;43;2;13222;2;1;31;4;5;7;24.75;5.56;21;0.52;21.91;1360;9;6;99;0;0.0;0
7;22;2;5;17;0.013500000000000002;379500;0.1;19;2;18975;2;1;20;2;5;2;30.16;7.79;20;0.45;44.88;2310;1;6;99;0;0.0;0
8;216;2;7;44;0.166;1317500;0.19;4;1;24858;2;0;53;10;10;3;7.18;2.45;64;0.43;17.44;2135;4;6;99;0;0.0;0
9;217;2;6;46;0.0567;1153000;0.16;46;1;26813;2;1;43;7;4;2;12.12;3.76;12;0.3;31.43;1575;9;6;7;0;0.0;0
10;218;2;8;14;0.0354;1131300;0.22;1;0;19505;2;1;58;13;4;4;27.39;7.08;148;0.36;10.28;2130;7;6;utg;0;0.0;0
11;219;2;7;32;0.2024;1182360;0.46;40;1;42227;2;1;28;13;4;0;4.45;2.06;42;0.61;7.10;3310;7;6;2;0;0.0;1
12;75;2;6;35;0.1264;1203100;0.23;46;1;30077;2;1;40;9;8;2;9.28;2.58;42;0.48;12.71;3235;7;6;99;0;0.0;0
13;220;2;7;5;0.044199999999999996;959584;0.2;70;1;19583;2;1;49;10;10;6;15.35;3.99;42;0.53;14.51;1120;7;6;6;0;0.0;0
14;161;2;8;36;0.0037;508778;0.1;19;2;5916;2;1;86;9;12;12;79.06;16.56;119;0.38;54.46;690;10;6;4;0;0.0;0
0;221;0;6;32;0.3975;363800;0.64;15;12;25985;2;1;14;9;0;0;2.60;1.51;45;0.64;2.31;1628;7;7;1;1;2.6;1
1;222;0;6;58;0.0226;420800;0.11;7;12;12022;2;0;35;4;3;6;12.75;3.28;149;0.37;14.85;1440;14;7;utg;0;0.0;0
2;223;0;5;27;0.0161;335100;0.11;67;13;18616;2;0;18;2;3;8;27.03;4.61;34;0.72;20.25;1915;14;7;4;0;0.0;0
3;224;0;6;5;0.027200000000000002;443683;0.26;77;11;11675;1;0;38;10;7;7;99.9;99.9;150;0.63;4.78;2425;12;7;s;0;0.0;0
4;52;1;6;15;0.1741;480406;0.35;38;11;12983;2;1;37;13;6;3;5.53;1.98;17;0.59;4.61;1620;3;7;utg;0;0.0;0
5;225;0;5;85;0.0875;467900;0.24;40;11;18716;2;1;25;6;3;2;10.14;2.48;151;0.44;7.10;2080;12;7;3;0;0.0;1
6;226;0;5;82;0.0049;438100;0.19;46;11;16225;2;0;27;5;5;2;46.80;7.45;130;0.44;13.50;1350;2;7;2;0;0.0;1
7;227;0;8;3;0.1155;403453;0.14;72;12;8069;2;1;50;7;8;6;6.38;2.23;11;0.42;10.30;1585;8;7;d;0;0.0;0
8;228;1;4;14;0.0341;360500;0.38;77;11;45062;2;1;8;3;2;0;14.22;2.91;62;0.63;32.36;2780;3;7;utg;0;0.0;0
9;229;0;5;62;0.1057;473662;0.23;2;11;15279;2;1;31;7;1;4;7.48;2.32;149;0.39;18.81;2150;14;7;5;0;0.0;0
10;230;1;5;2;0.012;445100;0.36;46;11;20231;1;1;22;8;2;1;99.9;99.9;152;0.5;6.12;2265;0;7;s;0;0.0;0
11;231;0;5;92;0.0028000000000000004;299000;0.17;41;13;10310;2;1;29;5;1;5;58.15;11.00;126;0.38;13.94;1320;11;7;6;0;0.0;0
0;232;2;5;46;0.2014;173900;0.07;20;4;12421;2;1;14;1;5;2;3.81;1.64;51;0.57;5.28;965;11;1;5;0;0.0;0
1;38;2;4;8;0.127;163800;0.17;78;4;13650;2;1;12;2;2;1;8.37;2.77;32;0.42;23.99;1019;13;1;4;0;0.0;0
2;233;2;5;2;0.0558;176500;0.29;6;3;10382;2;1;17;5;1;2;17.28;4.36;153;0.47;13.16;1610;9;1;99;0;0.0;0
3;234;2;8;32;0.0045000000000000005;192800;0.05;44;0;4943;2;1;39;2;2;4;77.24;14.90;154;0.21;39.67;472;11;1;7;0;0.0;0
4;235;2;5;15;0.0039000000000000003;170800;0.11;12;3;8989;2;1;19;2;2;1;84.60;17.85;155;0.26;35.50;505;12;1;99;0;0.0;0
5;61;2;5;6;0.16820000000000002;174600;0.19;19;2;10912;2;1;16;3;2;1;4.26;1.95;49;0.38;16.08;953;9;1;2;0;0.0;1
6;63;2;5;93;0.0126;190556;0.06;30;3;5293;2;1;36;2;4;3;37.85;8.31;50;0.25;19.34;569;10;1;99;0;0.0;0
7;236;2;4;5;0.2061;155500;0.33;34;4;25916;2;1;6;2;1;1;5.00;1.83;82;0.67;3.78;2410;12;1;6;0;0.0;0
8;237;2;6;64;0.015600000000000001;152400;0.1;52;3;15240;2;1;10;1;4;1;42.91;8.38;156;0.6;19.97;1449;6;1;99;0;0.0;0
9;238;2;5;3;0.008;169522;0.07;6;3;6278;2;1;27;2;1;5;65.29;10.50;157;0.3;10.77;665;8;1;d;0;0.0;0
10;215;2;5;58;0.0146;404900;0.13;43;2;13496;2;1;30;4;5;7;47.24;7.88;21;0.53;12.92;1495;9;1;8;0;0.0;0
11;156;2;6;11;0.0036;420800;0.03;43;2;14510;2;1;29;1;5;7;74.80;10.42;115;0.45;55.51;412;13;1;3;0;0.0;1
12;239;2;6;63;0.0438;533500;0.15;15;2;15691;2;1;34;5;6;7;26.48;4.73;51;0.53;36.15;810;11;1;99;0;0.0;0
13;240;2;7;81;0.002;519700;0.15;72;2;11057;2;1;47;7;5;7;130.68;20.86;158;0.4;72.52;474;1;1;99;0;0.0;0
14;219;2;7;35;0.133;1032360;0.44;40;1;38235;2;1;27;12;4;0;7.44;2.92;42;0.59;6.90;1515;7;1;1;1;7.44;1
0;241;0;4;94;0.11699999999999999;109012;0.5;13;12;9084;2;1;12;6;2;1;9.58;2.55;123;0.75;2.42;1559;4;2;3;0;0.0;1
1;242;0;5;8;0.36469999999999997;116915;0.75;14;10;14614;2;0;8;6;1;0;2.84;1.58;159;0.88;1.19;1957;22;2;d;0;0.0;0
2;243;2;4;58;0.0206;119500;0.29;20;9;17071;2;0;7;2;1;2;33.30;5.66;160;0.71;13.55;1495;7;2;4;0;0.0;0
3;44;0;5;95;0.0027;122000;0.17;78;9;10166;2;1;12;2;1;3;110.12;17.93;34;0.5;7.37;865;14;2;2;0;0.0;1
4;244;0;4;96;0.01;128500;0.0;3;13;12850;2;1;10;0;4;3;66.26;9.70;161;0.7;11.56;1330;8;2;99;0;0.0;0
5;245;0;5;97;0.0444;154668;0.06;3;13;9098;2;1;17;1;5;1;13.62;3.20;162;0.41;7.30;1510;18;2;1;1;13.62;1
6;246;0;5;98;0.0069;175400;0.13;34;9;11693;2;0;15;2;7;1;61.18;10.14;163;0.67;12.18;1470;6;2;7;0;0.0;0
7;46;0;4;20;0.21230000000000002;186500;0.27;32;12;16954;2;1;11;3;2;0;3.51;1.83;38;0.45;11.00;890;7;2;d;0;0.0;0
8;247;0;5;78;0.0441;168300;0.14;43;12;12021;2;1;14;2;0;4;21.47;4.77;164;0.43;6.51;760;12;2;d;0;0.0;0
9;248;0;7;25;0.0019;174100;0.06;5;12;5440;2;1;32;2;6;4;128.14;23.44;165;0.38;33.96;1025;25;2;8;0;0.0;0
10;47;0;5;73;0.0026;180800;0.11;4;11;9515;2;1;19;2;3;3;108.18;17.11;39;0.42;10.94;1119;9;2;5;0;0.0;0
11;39;0;5;99;0.1054;196600;0.38;30;10;15123;2;1;13;5;0;1;8.15;2.32;33;0.46;14.12;1810;9;2;d;0;0.0;0
12;249;0;5;100;0.0079;186700;0.0;79;10;7779;2;0;24;0;3;4;65.65;9.84;136;0.29;30.81;858;7;2;d;0;0.0;0
13;250;2;5;101;0.0033;208200;0.06;5;12;6716;2;1;31;2;2;1;143.36;20.45;166;0.16;56.52;1564;7;2;99;0;0.0;0
14;251;0;5;14;0.0562;213150;0.33;12;10;11841;2;0;18;6;4;0;11.70;3.02;167;0.56;6.91;1484;7;2;6;0;0.0;0
0;94;0;4;64;0.0256;135864;0.06;80;22;8491;2;1;16;1;3;1;43.77;7.31;52;0.31;13.56;1114;12;3;1;1;43.77;1
1;252;0;4;11;0.0361;90900;0.0;20;4;6992;2;1;13;0;1;2;18.12;4.59;11;0.23;10.33;599;8;3;5;0;0.0;0
2;253;2;5;8;0.0031;131434;0.0;10;4;5714;2;1;23;0;3;1;90.60;15.97;168;0.17;47.73;469;3;3;d;0;0.0;0
3;254;0;5;15;0.0031;88400;0.07;81;22;3274;2;1;27;2;0;3;80.41;16.93;169;0.19;74.06;615;7;3;utg;0;0.0;0
4;255;0;5;3;0.21960000000000002;128800;0.2;79;3;12880;2;0;10;2;1;1;3.71;2.01;64;0.4;11.34;733;4;3;99;0;0.0;0
5;256;0;5;2;0.23370000000000002;439500;0.28;15;2;24416;2;1;18;5;3;3;4.03;1.78;7;0.61;3.56;1960;7;3;2;0;0.0;1
6;257;0;5;6;0.031200000000000002;370700;0.24;20;4;11233;2;1;33;8;2;2;27.59;5.87;11;0.36;8.22;1255;8;3;d;0;0.0;0
7;258;0;6;35;0.0204;429200;0.06;32;2;9131;2;1;47;3;5;5;16.88;4.53;170;0.28;46.77;643;7;3;99;0;0.0;0
8;259;0;5;32;0.0033;307850;0.13;15;2;7893;2;1;39;5;5;1;76.72;11.37;1;0.28;44.22;469;1;3;7;0;0.0;0
9;97;0;7;46;0.08439999999999999;351200;0.16;14;3;14048;2;1;25;4;5;2;7.96;2.74;72;0.44;8.23;2434;11;3;99;0;0.0;0
10;260;1;5;81;0.013600000000000001;337905;0.04;44;0;14079;2;1;24;1;4;4;29.79;5.35;134;0.38;5.39;1082;3;3;6;0;0.0;0
11;261;0;6;63;0.1139;362943;0.28;11;3;11341;1;1;32;9;7;2;99.9;99.9;171;0.56;6.77;1895;5;3;s;0;0.0;0
12;227;0;8;5;0.0981;363453;0.14;13;2;7417;2;1;49;7;8;5;9.29;3.01;11;0.41;9.15;1360;8;3;3;0;0.0;1
13;262;0;5;58;0.0901;366800;0.29;35;0;21576;2;1;17;5;4;2;7.04;2.22;141;0.65;11.89;2185;13;3;4;0;0.0;0
14;26;2;5;93;0.023799999999999998;351800;0.19;82;22;13530;2;1;26;5;5;5;23.81;5.21;24;0.58;12.60;2235;7;3;8;0;0.0;0
0;263;2;6;8;0.006999999999999999;99200;0.11;16;4;5221;2;0;19;2;0;1;52.69;9.06;172;0.16;17.76;930;25;4;99;0;0.0;0
1;264;2;4;2;0.4219;75500;0.4;79;3;15100;2;1;5;2;1;0;2.23;1.43;61;0.6;12.50;1555;1;4;8;0;0.0;0
2;265;2;7;58;0.0023;94100;0.0;10;4;7841;2;1;12;0;2;4;119.17;14.80;173;0.5;49.80;780;3;4;7;0;0.0;0
3;266;2;4;32;0.0118;79300;0.13;83;22;9912;2;1;8;1;0;3;44.76;6.22;174;0.5;14.72;938;25;4;1;1;44.76;1
4;267;2;5;35;0.0039000000000000003;99700;0.17;51;4;8308;2;1;12;2;1;1;63.35;9.97;175;0.33;11.11;1277;9;4;99;0;0.0;0
5;268;2;4;11;0.0105;84500;0.0;83;22;9388;2;1;9;0;1;2;45.82;6.66;122;0.33;31.00;380;11;4;99;0;0.0;0
6;269;2;4;6;0.018000000000000002;219500;0.17;84;4;18291;1;1;12;2;0;3;99.9;99.9;176;0.42;46.34;1910;18;4;s;0;0.0;0
7;66;2;4;15;0.08900000000000001;227025;0.25;85;3;18918;2;1;12;3;2;1;6.77;2.18;52;0.5;24.05;1504;12;4;99;0;0.0;0
8;270;2;8;63;0.0012;160900;0.03;85;3;4597;2;1;35;1;2;6;167.11;24.13;177;0.26;31.09;284;21;4;utg;0;0.0;0
9;24;2;5;5;0.1155;271500;0.18;42;3;15970;2;1;17;3;4;3;6.47;2.20;22;0.59;8.00;2350;3;4;3;0;0.0;1
10;271;2;4;46;0.0591;237200;0.35;33;3;13952;2;1;17;6;2;3;11.23;3.08;178;0.65;3.18;2085;12;4;2;0;0.0;1
11;272;2;5;64;0.1157;161831;0.25;83;22;13485;2;1;12;3;3;1;13.08;3.33;179;0.58;4.62;2375;10;4;99;0;0.0;0
12;273;2;7;93;0.1059;250852;0.17;14;3;8650;2;1;29;5;5;4;8.89;2.49;50;0.48;15.15;1345;10;4;6;0;0.0;0
13;214;2;5;3;0.0368;217510;0.21;19;2;7768;2;1;28;6;4;2;19.05;4.41;34;0.43;20.11;510;14;4;5;0;0.0;0
14;17;2;4;81;0.0016;222800;0.0;12;3;9686;2;1;23;0;1;5;209.71;22.93;1;0.26;37.70;980;1;4;4;0;0.0;0
0;274;1;5;5;0.4697;255000;0.24;16;4;12142;2;1;21;5;0;3;2.44;1.48;82;0.38;22.29;670;12;5;d;0;0.0;0
1;275;2;6;81;0.0013;299682;0.04;43;2;6659;2;1;45;2;1;3;203.55;24.35;180;0.13;58.37;408;8;5;7;0;0.0;0
2;276;0;6;15;0.0182;249269;0.21;78;4;8902;2;1;28;6;4;3;27.02;3.96;181;0.46;10.67;2030;10;5;1;1;27.02;1
3;277;0;5;3;0.0167;305400;0.14;86;23;10531;2;0;29;4;3;5;31.38;4.89;64;0.41;26.87;1825;4;5;d;0;0.0;0
4;278;0;6;2;0.0023;320500;0.05;36;2;8012;2;1;40;2;6;9;104.70;11.49;182;0.43;44.81;828;1;5;3;0;0.0;1
5;167;0;6;93;0.09570000000000001;605000;0.35;36;2;26304;2;1;23;8;6;3;9.28;2.26;122;0.74;12.63;4300;11;5;d;0;0.0;0
6;279;0;6;32;0.0339;526800;0.2;36;2;17560;2;1;30;6;4;5;18.77;3.51;183;0.5;3.81;2639;16;5;2;0;0.0;1
7;280;0;6;64;0.0248;622100;0.13;17;2;13523;2;1;46;6;1;6;16.71;3.57;184;0.28;12.92;3335;12;5;99;0;0.0;0
8;281;0;8;6;0.0172;505400;0.21;19;2;10753;2;1;47;10;2;5;33.49;5.56;136;0.36;11.35;1315;7;5;4;0;0.0;0
9;282;1;5;46;0.3054;616829;0.63;75;11;38551;2;1;16;10;2;0;2.69;1.38;27;0.75;3.71;5123;10;5;5;0;0.0;0
10;283;0;7;58;0.0016;474643;0.08;7;2;8044;2;1;59;5;10;4;38.46;9.51;185;0.32;52.67;644;7;5;6;0;0.0;0
11;284;0;8;63;0.0019;606696;0.12;44;0;9055;2;1;67;8;9;8;141.27;16.37;186;0.37;7.14;428;10;5;8;0;0.0;0
12;285;0;8;11;0.0001;519600;0.06;43;2;7755;1;1;67;4;5;4;99.9;99.9;187;0.19;177.00;275;11;5;s;0;0.0;0
13;286;0;5;8;0.0101;610600;0.15;67;0;23484;2;1;26;4;6;0;43.87;6.40;164;0.38;7.81;1242;12;5;99;0;0.0;0
14;287;0;8;35;0.001;489972;0.09;6;3;6621;2;0;74;7;7;10;120.94;18.94;56;0.32;24.18;475;14;5;99;0;0.0;0
0;288;0;5;63;0.0076;648900;0.18;6;3;19085;2;1;34;6;2;4;55.83;8.67;90;0.35;59.40;269;12;6;3;0;0.0;1
1;85;0;5;15;0.131;607500;0.24;40;1;20948;2;1;29;7;2;1;6.97;2.29;17;0.34;14.45;2350;3;6;4;0;0.0;0
2;77;0;5;32;0.0373;644500;0.32;0;0;29295;2;1;22;7;2;1;20.43;4.07;45;0.45;12.05;1390;7;6;2;0;0.0;1
3;289;0;8;64;0.0026;692800;0.1;35;0;11357;2;1;61;6;7;6;71.87;13.97;188;0.31;48.19;345;8;6;99;0;0.0;0
4;290;0;6;5;0.1119;797200;0.41;8;0;36236;2;1;22;9;0;1;10.00;3.03;103;0.45;5.67;920;12;6;99;0;0.0;0
5;291;0;6;46;0.3187;679650;0.19;72;2;21239;2;1;32;6;3;3;2.83;1.55;128;0.38;22.58;5475;13;6;1;1;2.83;1
6;146;1;5;58;0.0171;701000;0.07;36;2;16690;2;1;42;3;4;6;24.90;4.82;90;0.31;32.95;450;12;6;99;0;0.0;0
7;292;0;9;3;0.0013;680700;0.06;36;2;6608;2;1;103;6;11;11;82.84;14.23;189;0.27;17.54;1086;9;6;6;0;0.0;0
8;71;2;8;35;0.0003;684700;0.2;45;0;13425;1;1;51;10;7;4;99.9;99.9;56;0.41;16.06;495;14;6;s;0;0.0;0
9;293;0;9;81;0.0048;1383083;0.27;3;0;22307;2;1;62;17;6;7;53.39;8.03;134;0.48;22.09;1415;3;6;7;0;0.0;0
10;33;1;7;6;0.021099999999999997;2004848;0.19;38;1;34566;2;1;58;11;13;8;21.17;3.77;22;0.55;35.36;1173;3;6;8;0;0.0;0
11;2;0;9;2;0.0104;1690600;0.27;2;1;37568;2;1;45;12;8;5;32.64;5.78;2;0.56;27.64;1705;2;6;99;0;0.0;0
12;294;0;9;11;0.0002;1166350;0.19;46;1;13885;3;1;84;16;6;3;99.9;99.9;190;0.3;35.48;590;13;6;s;0;0.0;0
13;32;0;9;8;0.32420000000000004;2133988;0.26;41;0;26024;2;1;82;21;14;13;3.08;1.44;27;0.59;36.04;4545;10;6;5;0;0.0;0
14;1;0;8;93;0.0115;1181700;0.15;1;0;14067;2;1;84;13;8;6;36.04;6.04;1;0.32;25.31;1355;1;6;99;0;0.0;0
0;295;0;4;46;0.0278;195500;0.31;3;13;15038;2;1;13;4;0;1;17.77;4.50;128;0.38;6.62;1560;13;7;4;0;0.0;0
1;296;1;4;32;0.0212;216800;0.31;40;11;16676;2;1;13;4;2;2;25.65;4.53;22;0.62;10.62;895;3;7;d;0;0.0;0
2;297;0;6;81;0.1643;238179;0.32;70;11;10826;2;1;22;7;4;2;5.88;1.97;134;0.59;2.57;1192;3;7;2;0;0.0;1
3;298;1;4;64;0.5381;240331;0.17;8;13;20027;2;1;12;2;4;2;2.05;1.36;157;0.67;40.88;2219;8;7;7;0;0.0;0
4;299;0;5;58;0.0128;258300;0.1;39;11;12915;2;1;20;2;5;6;31.00;5.27;141;0.65;6.07;1655;13;7;99;0;0.0;0
5;300;0;6;8;0.0054;290600;0.19;8;13;13838;2;0;21;4;7;2;56.61;8.45;21;0.62;6.83;1308;9;7;3;0;0.0;1
6;301;0;10;3;0.0206;327700;0.13;7;12;5958;2;1;55;7;8;3;34.21;6.67;191;0.33;18.64;1685;11;7;d;0;0.0;0
7;302;0;8;35;0.0018;387850;0.16;32;12;8618;2;1;45;7;7;5;95.51;13.09;175;0.42;17.38;1645;9;7;6;0;0.0;0
8;303;2;5;5;0.013000000000000001;294000;0.1;45;13;9800;2;1;30;3;5;1;36.89;7.23;11;0.3;4.24;1370;8;7;utg;0;0.0;0
9;304;0;5;2;0.0074;306400;0.19;70;11;11348;2;1;27;5;1;2;60.76;10.23;1;0.3;22.28;780;1;7;99;0;0.0;0
10;60;0;5;11;0.0383;338400;0.35;41;13;19905;2;1;17;6;3;3;19.94;3.95;11;0.71;6.34;2820;8;7;8;0;0.0;0
11;305;0;7;63;0.0016;507550;0.12;46;11;7355;2;1;69;8;8;9;120.29;15.24;192;0.36;14.71;1280;0;7;5;0;0.0;0
12;166;0;6;6;0.1291;410224;0.39;41;13;13233;2;0;31;12;6;2;5.21;2.03;13;0.65;6.45;1339;9;7;1;1;5.21;1
13;306;0;10;93;0.0018;509150;0.1;40;11;6364;2;1;80;8;9;6;100.76;15.88;193;0.29;12.98;1155;3;7;99;0;0.0;0
14;307;0;5;15;0.0168;529500;0.22;46;11;29416;2;1;18;4;1;3;29.44;4.83;17;0.44;9.21;645;3;7;utg;0;0.0;0
0;216;2;7;44;0.0264;1207500;0.19;47;7;23221;2;0;52;10;9;3;30.41;4.24;64;0.42;11.89;1335;4;1;2;0;0.0;1
1;308;2;9;102;0.14529999999999998;2938022;0.22;27;8;48967;2;0;60;13;8;12;5.10;2.02;194;0.55;32.67;815;11;1;8;0;0.0;0
2;309;2;6;103;0.1047;1042000;0.25;22;7;52100;2;0;20;5;3;2;10.90;2.55;176;0.5;3.60;1730;18;1;5;0;0.0;0
3;310;2;6;64;0.2152;919000;0.28;38;11;31689;2;0;29;8;3;5;3.17;1.40;103;0.55;5.52;2255;12;1;1;1;3.17;1
4;74;2;8;46;0.2796;4672390;0.26;26;6;76596;2;1;61;16;8;9;3.32;1.47;58;0.54;20.42;1540;1;1;3;0;0.0;1
5;311;2;5;3;0.1431;1292593;0.19;87;24;34934;2;0;37;7;3;4;7.61;2.22;18;0.38;29.76;2070;8;1;6;0;0.0;0
6;75;2;6;32;0.069;1168100;0.23;25;6;29951;2;0;39;9;8;2;11.40;2.48;42;0.49;11.92;4235;7;1;4;0;0.0;0
7;73;2;5;14;0.0167;2417750;0.16;22;7;65344;2;0;37;6;6;6;45.67;5.69;1;0.49;51.54;2700;1;1;7;0;0.0;0
0;312;1;4;4;0.08650000000000001;293700;0.4;43;12;29370;2;1;10;4;0;0;11.32;2.15;195;0.4;26.72;1797;12;2;4;0;0.0;0
1;313;0;5;32;0.6335999999999999;355500;0.6;35;13;35550;2;1;10;6;3;0;1.52;1.10;45;0.9;1.67;3750;7;2;1;1;1.52;1
2;314;1;4;103;0.0096;212900;0.08;67;13;17741;2;0;12;1;2;2;47.03;6.76;176;0.42;30.13;824;18;2;5;0;0.0;0
3;223;0;5;27;0.0152;273100;0.12;67;13;16064;2;0;17;2;3;7;31.28;3.29;34;0.71;14.93;1405;14;2;3;0;0.0;1
4;99;1;4;36;0.17420000000000002;285246;0.28;67;13;15847;2;0;18;5;3;1;4.59;1.58;73;0.5;7.48;2235;10;2;2;0;0.0;1
5;315;0;6;17;0.0275;338300;0.15;1;13;8251;2;1;41;6;6;1;18.53;3.85;196;0.32;35.54;2284;3;2;99;0;0.0;0
6;316;0;5;3;0.0148;291700;0.14;7;12;13890;2;0;21;3;5;1;47.09;5.28;64;0.43;10.88;1855;4;2;d;0;0.0;0
7;317;2;6;104;0.0125;298100;0.25;38;11;12420;2;1;24;6;5;2;40.60;6.06;197;0.54;8.03;1880;5;2;6;0;0.0;0
8;318;0;5;2;0.014199999999999999;303000;0.17;13;12;16833;2;1;18;3;4;1;46.01;5.61;7;0.44;8.31;1620;7;2;d;0;0.0;0
9;319;1;5;105;0.0059;258000;0.16;36;12;13578;2;1;19;3;5;3;50.61;7.36;198;0.58;5.44;1600;23;2;99;0;0.0;0
10;320;0;6;106;0.0017000000000000001;283200;0.15;19;12;8581;2;1;33;5;4;1;123.44;16.32;199;0.3;10.05;1984;12;2;8;0;0.0;0
11;321;2;5;46;0.0045000000000000005;351000;0.35;67;13;20647;2;1;17;6;2;1;81.48;10.20;200;0.53;16.29;1980;1;2;7;0;0.0;0
0;55;1;5;36;0.12210000000000001;439636;0.29;37;13;20935;2;1;21;6;3;1;7.27;2.81;44;0.48;14.42;2498;3;3;99;0;0.0;0
1;322;0;6;86;0.14550000000000002;487500;0.25;39;11;20312;2;1;24;6;6;2;6.15;2.70;134;0.58;4.34;1520;3;3;5;0;0.0;0
2;323;0;6;46;0.0711;549300;0.2;3;13;13732;2;0;40;8;4;5;13.85;3.55;201;0.43;9.93;2610;13;3;99;0;0.0;0
3;84;0;5;15;0.1232;523900;0.15;49;7;15875;2;0;33;5;6;2;4.87;2.25;62;0.39;15.08;1200;3;3;1;1;4.87;1
4;291;0;6;107;0.2351;569650;0.19;45;13;18375;2;1;31;6;2;3;4.75;1.82;128;0.35;23.69;4435;13;3;2;0;0.0;1
5;88;0;6;44;0.0172;467600;0.19;1;13;12988;2;0;36;7;5;2;31.20;6.79;64;0.39;12.48;1335;4;3;8;0;0.0;0
6;324;0;5;28;0.020099999999999996;587814;0.02;50;7;13995;2;0;42;1;8;6;30.54;5.66;35;0.36;16.57;2695;3;3;4;0;0.0;0
7;325;0;5;5;0.0207;513900;0.16;73;7;27047;2;0;19;3;5;2;33.54;6.74;176;0.53;18.35;2490;18;3;99;0;0.0;0
8;326;0;5;103;0.08439999999999999;482200;0.39;48;7;26788;2;0;18;7;3;0;11.51;3.47;176;0.56;5.95;2315;18;3;99;0;0.0;0
9;327;1;4;8;0.0999;588800;0.27;50;7;22646;2;0;26;7;1;3;11.06;3.04;202;0.42;12.24;3450;15;3;6;0;0.0;0
10;328;0;6;6;0.0366;451800;0.28;50;7;18072;2;1;25;7;5;1;16.70;4.51;58;0.52;8.83;2430;1;3;3;0;0.0;1
11;329;0;6;64;0.0241;503000;0.23;70;11;22863;2;0;22;5;3;4;17.41;4.42;103;0.55;12.63;1635;12;3;7;0;0.0;0
0;330;2;7;107;0.023;376300;0.07;72;2;8180;2;1;46;3;5;8;23.62;4.64;128;0.35;19.45;1830;13;4;99;0;0.0;0
1;50;2;4;8;0.3436;286219;0.4;19;2;28621;2;1;10;4;5;0;3.22;1.72;8;0.9;2.34;3305;7;4;d;0;0.0;0
2;331;2;6;64;0.0989;297140;0.4;12;3;19809;2;1;15;6;4;2;13.05;3.50;108;0.8;2.55;3311;12;4;d;0;0.0;0
3;15;2;6;13;0.0788;333771;0.27;12;3;22251;2;1;15;4;4;1;7.51;2.41;15;0.6;13.60;3202;10;4;99;0;0.0;0
4;22;2;5;17;0.0558;373500;0.11;19;2;19657;2;1;19;2;5;2;12.45;3.45;20;0.47;44.30;2255;1;4;8;0;0.0;0
5;161;2;8;108;0.0029;469278;0.11;13;2;5586;2;1;84;9;12;12;114.84;18.18;119;0.39;29.33;489;10;4;4;0;0.0;0
6;197;2;7;27;0.005600000000000001;492100;0.09;15;2;10697;2;1;46;4;8;4;71.81;11.72;135;0.35;14.64;1209;12;4;3;0;0.0;1
7;213;2;6;48;0.0036;406100;0.23;19;2;13536;2;0;30;7;2;3;62.74;12.05;147;0.4;14.48;1824;24;4;6;0;0.0;0
8;332;2;5;6;0.2608;799796;0.46;40;1;33324;2;1;24;11;3;5;3.62;1.73;136;0.79;5.26;4630;7;4;1;1;3.62;1
9;333;2;6;105;0.0097;614300;0.1;3;0;20476;2;1;30;3;4;8;52.43;8.54;198;0.5;20.90;2355;23;4;99;0;0.0;0
10;334;2;5;103;0.0337;945000;0.13;72;2;39375;2;1;24;3;2;6;17.84;3.89;176;0.46;26.91;880;18;4;99;0;0.0;0
11;220;2;7;32;0.020099999999999996;937584;0.21;70;1;19533;2;1;48;10;10;6;21.82;5.61;42;0.54;10.95;1325;7;4;5;0;0.0;0
12;335;2;6;5;0.008199999999999999;494800;0.12;15;2;14552;2;1;34;4;7;6;57.10;10.03;58;0.5;32.71;479;1;4;7;0;0.0;0
13;159;2;6;3;0.042300000000000004;848600;0.2;37;0;21215;2;1;40;8;6;2;12.22;3.33;118;0.4;17.70;2450;4;4;2;0;0.0;1
