horseNumber;horseName;horseSex;horseAge;driver;betDistribution;earnings;winPercent;recordSuffix;recordDecimal;earningsPerStart;shoeInfo;cartInfo;lifeStats-tot;lifeStats-1;lifeStats-2;lifeStats-3;vOdds;pOdds;Tränare;Plats%;Snittodds;Poäng;Hemmabana;raceIdx;result;won;plats
0;1542;1;5;43;0.212;1245237;0.14;23;8;34589;0;2;36;5;2;5;4.60;2.07;21;0.33;14.96;1025;11;2;d;0;0
1;1563;0;8;40;0.0483;1539802;0.3;14;5;24059;0;1;64;19;9;8;18.64;3.3550000000000004;572;0.56;5.20;2552;14;2;5;0;0
2;420;1;6;4;0.3754;1628059;0.52;30;8;60298;0;0;27;14;1;0;2.47;1.9;143;0.56;7.37;3455;11;2;1;1;1
3;126;1;5;20;0.0955;1016368;0.29;29;5;29893;0;1;34;10;8;5;9.44;2.45;80;0.68;4.86;3774;14;2;2;0;1
4;623;0;8;11;0.011699999999999999;1546360;0.14;55;20;26661;0;1;58;8;6;11;44.06;6.48;283;0.43;36.56;2038;6;2;99;0;0
5;1215;0;7;7;0.1679;1330200;0.23;21;12;30934;0;0;43;10;8;4;4.33;1.54;20;0.51;3.44;4710;11;2;d;0;0
6;59;0;6;19;0.0446;1417400;0.24;35;5;38308;0;0;37;9;6;5;15.91;3.1900000000000004;45;0.54;19.23;4115;11;2;d;0;0
7;178;1;6;139;0.0128;1637500;0.16;23;8;44256;0;2;37;6;8;6;45.88;7.04;82;0.54;5.83;1530;4;2;3;0;1
8;1430;0;7;15;0.0031;1214400;0.21;23;8;31138;3;1;39;8;5;4;70.79;8.115;304;0.44;22.32;954;11;2;4;0;0
9;615;0;7;8;0.0248;1324562;0.15;34;8;22076;0;1;60;9;6;7;28.68;4.905;1;0.37;30.38;749;1;2;6;0;0
10;1548;0;8;3;0.002;1576016;0.1;21;12;18762;0;1;84;8;13;15;107.34;13.845;44;0.43;21.18;1344;7;2;7;0;0
11;779;0;12;79;0.0018;1410953;0.2;52;12;15504;0;2;91;18;12;14;99.9;99.9;152;0.48;6.22;1040;5;2;s;0;0
0;422;0;6;4;0.1931;1876750;0.4;25;8;44684;0;0;42;17;3;5;5.23;2.0300000000000002;143;0.6;11.91;6360;11;3;d;0;0
1;1564;1;5;8;0.4274;2297216;0.29;46;13;95717;1;1;24;7;4;2;2.27;1.605;1;0.54;9.91;3160;1;3;1;1;1
2;1517;0;7;249;0.024300000000000002;1861734;0.14;51;12;28642;0;2;65;9;7;6;21.81;4.27;463;0.34;40.28;1780;16;3;d;0;0
3;1434;1;7;9;0.0501;1621788;0.33;47;12;31799;3;1;51;17;11;6;14.00;2.745;7;0.67;9.11;2758;11;3;2;0;1
4;421;1;6;40;0.0553;6413720;0.13;21;58;85516;0;1;75;10;11;4;12.71;2.625;21;0.33;23.70;2075;11;3;4;0;0
5;29;1;6;1;0.0126;1959490;0.09;34;8;35627;0;1;55;5;5;10;39.44;5.145;1;0.36;38.35;2484;1;3;3;0;1
6;1004;1;6;50;0.0058;5543165;0.35;18;11;128910;0;2;43;15;6;7;54.26;7.074999999999999;176;0.65;22.67;2565;1;3;6;0;0
7;1306;1;7;264;0.001;2544400;0.22;47;12;40387;0;1;63;14;8;8;99.9;99.9;407;0.48;21.18;4320;12;3;s;0;0
8;1068;1;6;230;0.0393;2345780;0.16;23;8;61731;0;0;38;6;7;5;18.07;2.95;280;0.47;19.00;1861;14;3;5;0;0
9;1565;1;6;7;0.1913;10112579;0.49;97;30;259296;0;1;39;19;5;2;3.98;1.58;109;0.67;5.28;2120;11;3;7;0;0
0;1566;2;5;14;0.0217;1777500;0.38;50;8;74062;0;1;24;9;2;3;26.07;4.035;93;0.58;17.73;2810;11;4;d;0;0
1;1567;2;6;8;0.015300000000000001;2260966;0.1;29;5;55145;0;2;41;4;5;5;38.81;6.8500000000000005;1;0.34;60.02;94;1;4;d;0;0
2;833;2;7;33;0.5253;4336017;0.16;85;12;67750;0;2;64;10;11;8;2.04;1.325;5;0.45;13.78;8918;3;4;6;0;0
3;1328;2;7;37;0.0008;982190;0.11;28;8;17539;0;2;56;6;8;7;99.9;99.9;62;0.38;41.87;749;12;4;s;0;0
4;1439;2;6;20;0.1883;2408263;0.26;25;8;39479;0;0;61;16;9;10;4.86;1.9;117;0.57;12.48;4096;14;4;4;0;0
5;1568;2;8;310;0.0022;1105977;0.11;51;12;12021;1;0;92;10;10;12;121.17;13.55;306;0.35;31.01;490;10;4;7;0;0
6;584;2;6;40;0.0915;3101500;0.26;33;12;81618;0;1;38;10;10;4;6.71;2.1500000000000004;20;0.63;5.42;4670;11;4;2;0;1
7;1569;2;6;19;0.0131;4582000;0.31;34;8;127277;3;1;36;11;8;2;34.04;6.075;93;0.58;12.08;2390;11;4;3;0;1
8;583;2;10;43;0.0134;3976294;0.14;45;12;39369;1;1;101;14;14;15;99.9;99.9;60;0.43;31.06;3190;16;4;s;0;0
9;1145;2;6;7;0.034;5434674;0.35;53;52;73441;0;1;74;26;19;9;13.83;3.2;109;0.73;25.16;3440;11;4;5;0;0
10;1570;2;6;4;0.038;3370878;0.26;50;8;88707;0;0;38;10;6;6;20.67;3.8200000000000003;288;0.58;24.66;5279;14;4;99;0;0
11;488;2;8;11;0.0564;6008468;0.22;45;12;95372;0;1;63;14;11;7;9.09;2.715;75;0.51;34.10;2075;2;4;1;1;1
0;976;0;7;20;0.15289999999999998;436484;0.16;20;8;7936;3;1;55;9;5;7;5.66;2.215;548;0.38;3.28;2372;14;5;1;1;1
1;8;1;4;8;0.056299999999999996;356000;0.2;43;7;23733;0;2;15;3;3;3;10.39;2.935;1;0.6;23.41;2630;1;5;99;0;0
2;1528;0;6;3;0.0969;479000;0.45;26;5;21772;0;1;22;10;0;2;8.61;2.915;44;0.55;15.09;1640;7;5;4;0;0
3;1571;0;6;12;0.0227;475600;0.24;35;5;14412;2;0;33;8;3;7;26.30;5.475;26;0.55;8.78;1630;1;5;6;0;0
4;717;0;5;10;0.0559;290300;0.27;38;5;19353;2;1;15;4;4;0;10.07;2.83;8;0.53;3.60;1725;2;5;3;0;1
5;427;2;6;24;0.08070000000000001;444700;0.3;3;5;22235;0;1;20;6;3;2;7.48;2.6550000000000002;5;0.55;7.41;2020;3;5;99;0;0
6;1285;2;5;43;0.1402;358177;0.36;29;5;10853;0;1;33;12;3;4;99.9;99.9;564;0.58;1.54;2449;14;5;s;0;0
7;1451;0;6;7;0.0123;383700;0.14;9;4;10962;0;2;35;5;10;3;31.80;5.495;547;0.51;12.88;2305;10;5;7;0;0
8;1572;0;6;57;0.005;360500;0.14;24;4;8193;0;2;44;6;3;5;71.92;10.895;91;0.32;10.11;1840;10;5;d;0;0
9;1455;1;4;33;0.2683;456000;0.67;3;5;50666;0;2;9;6;0;1;2.94;1.815;5;0.78;6.54;3860;3;5;2;0;1
10;828;0;4;139;0.0060999999999999995;386900;0.28;7;7;21494;0;2;18;5;3;1;60.05;8.54;82;0.5;16.17;2244;4;5;5;0;0
11;1573;1;5;15;0.1027;339700;0.42;44;4;17878;0;0;19;8;1;0;8.66;2.565;143;0.47;3.65;2030;11;5;d;0;0
0;442;0;6;8;0.0368;619400;0.28;38;5;21358;3;2;29;8;3;0;19.42;4.38;1;0.38;4.86;1604;1;6;d;0;0
1;1574;0;9;14;0.1298;541700;0.14;26;5;9339;0;0;58;8;5;6;9.25;2.54;28;0.33;16.03;2165;11;6;d;0;0
2;497;0;6;10;0.1482;830250;0.28;33;12;28629;1;1;29;8;5;1;7.36;2.545;8;0.48;12.80;1415;2;6;2;0;1
3;1458;0;5;191;0.0098;646700;0.16;35;5;25868;3;1;25;4;9;4;43.92;5.205;363;0.68;4.80;1645;11;6;4;0;0
4;1103;0;7;31;0.045700000000000005;654132;0.57;10;5;13917;0;1;47;27;10;1;18.78;4.135;81;0.81;3.50;1822;19;6;5;0;0
5;1575;0;7;23;0.0085;755100;0.14;32;5;13247;0;1;57;8;9;12;50.09;6.035;200;0.51;4.65;2125;15;6;99;0;0
6;493;1;5;43;0.08560000000000001;838226;0.41;15;8;20444;0;1;41;17;5;2;12.34;3.25;60;0.59;2.20;2255;16;6;3;0;1
7;1456;0;6;294;0.0858;714945;0.4;10;5;15211;0;1;47;19;7;2;10.15;2.825;549;0.6;1.56;3699;14;6;6;0;0
8;614;0;5;7;0.42729999999999996;831655;0.47;103;35;43771;1;1;19;9;3;1;1.84;1.3599999999999999;20;0.68;2.27;6200;11;6;1;1;1
9;150;0;6;15;0.0033;616800;0.09;27;8;11422;1;2;54;5;9;5;61.27;9.395;22;0.35;9.09;2280;11;6;99;0;0
10;155;0;6;57;0.0146;747700;0.18;22;12;18692;0;2;40;7;6;4;33.90;6.58;91;0.43;16.58;2465;10;6;d;0;0
11;1339;0;5;4;0.0046;880500;0.38;20;8;41928;0;1;21;8;2;2;58.60;9.24;143;0.57;15.51;1630;11;6;7;0;0
0;1337;0;5;8;0.1258;543300;0.14;56;1;15091;0;2;36;5;5;3;8.88;3.3099999999999996;1;0.36;9.65;2290;1;7;2;0;1
1;403;0;6;309;0.0051;467450;0.19;11;3;10870;0;0;43;8;7;2;53.39;11.45;546;0.4;8.00;1048;6;7;d;0;0
2;1576;0;5;28;0.0659;560400;0.13;7;0;17512;3;1;32;4;3;2;10.71;2.9000000000000004;573;0.28;7.75;1312;0;7;6;0;0
3;154;0;6;186;0.1185;1087000;0.28;1;1;25279;1;2;43;12;6;3;6.89;2.55;48;0.49;5.04;4095;11;7;1;1;1
4;1305;1;7;33;0.0088;1239956;0.24;40;0;29522;0;1;42;10;5;1;47.50;11.565000000000001;5;0.38;49.78;1906;3;7;99;0;0
5;1242;0;9;7;0.0642;1273364;0.22;7;0;21582;0;2;59;13;11;8;18.23;4.76;488;0.54;42.23;2757;5;7;99;0;0
6;1479;1;5;43;0.2416;1074453;0.22;39;2;46715;0;2;23;5;3;4;4.01;1.975;5;0.52;11.97;6688;3;7;3;0;1
7;695;1;6;15;0.0387;3022721;0.12;6;1;58129;1;2;52;6;7;2;17.89;5.3100000000000005;313;0.29;12.57;1463;19;7;5;0;0
8;140;0;8;54;0.019799999999999998;1470600;0.23;10;2;22624;0;0;65;15;12;10;31.37;7.37;86;0.57;8.49;3350;12;7;4;0;0
9;1254;1;7;19;0.1116;3035278;0.17;38;2;58370;2;2;52;9;11;3;8.48;2.7649999999999997;490;0.44;23.16;2240;17;7;99;0;0
10;621;1;6;158;0.0029;3213840;0.36;12;1;68379;0;0;47;17;3;5;99.9;99.9;299;0.53;8.02;1735;10;7;s;0;0
11;668;0;7;4;0.0661;2594869;0.26;38;2;48959;0;1;53;14;2;7;11.13;3.7750000000000004;1;0.43;27.59;1928;1;7;7;0;0
12;1544;0;5;12;0.11410000000000001;3205000;0.25;84;3;133541;0;0;24;6;4;2;7.27;2.79;26;0.5;9.66;4485;1;7;utg;0;0
13;1577;0;7;53;0.0097;1718500;0.24;39;2;31245;0;1;55;13;8;3;38.29;10.045;84;0.44;8.76;1765;8;7;99;0;0
14;1578;0;12;44;0.0073;3812091;0.17;39;2;34343;0;2;111;19;10;11;42.37;10.870000000000001;574;0.36;32.74;973;6;7;99;0;0
0;1383;2;5;88;0.0115;1447500;0.28;26;5;57900;2;2;25;7;5;2;51.63;5.96;57;0.56;6.17;1555;12;1;5;0;0
1;1579;2;5;44;0.0074;1546332;0.43;35;5;73634;0;0;21;9;1;3;53.69;8.455;566;0.62;7.79;2491;14;1;99;0;0
2;1404;2;5;311;0.1549;2291795;0.34;47;12;79027;0;1;29;10;2;1;6.07;2.13;564;0.45;1.96;14041;14;1;2;0;1
3;1566;2;5;19;0.023;1777000;0.39;50;8;77260;1;1;23;9;2;3;27.57;4.245;93;0.61;12.62;3705;11;1;99;0;0
4;834;2;5;7;0.6159;9645500;0.71;31;8;459309;3;1;21;15;4;1;1.45;1.2000000000000002;109;0.95;1.95;30950;11;1;1;1;1
5;123;2;5;43;0.08380000000000001;595700;0.28;14;5;23828;0;0;25;7;3;1;11.22;2.38;78;0.44;8.94;2540;3;1;99;0;0
6;72;2;5;10;0.0037;738900;0.18;47;12;26389;0;1;28;5;7;1;70.44;9.485;8;0.46;8.86;2675;2;1;99;0;0
7;409;2;5;40;0.0639;5378250;0.3;29;5;199194;0;2;27;8;6;5;15.11;3.045;48;0.7;6.17;37700;11;1;6;0;0
8;1580;2;5;3;0.0018;585300;0.25;26;5;36581;0;1;16;4;6;2;102.66;12.75;168;0.75;11.29;3480;1;1;4;0;0
9;1092;2;5;4;0.004699999999999999;793799;0.14;3;5;18899;0;2;42;6;4;10;57.23;7.93;57;0.48;17.21;1037;12;1;7;0;0
10;1504;2;5;24;0.028399999999999998;1150000;0.32;35;5;31081;1;2;37;12;10;3;20.98;3.6399999999999997;247;0.68;5.35;2530;6;1;3;0;1
11;1581;2;5;137;0.001;365388;0.19;31;8;9875;3;1;37;7;5;3;151.40;19.580000000000002;575;0.41;6.97;1177;2;1;d;0;0
0;1047;0;8;43;0.0403;442200;0.31;32;5;17007;1;1;26;8;3;3;28.38;4.529999999999999;60;0.54;12.65;2140;16;2;6;0;0
1;1582;0;6;294;0.15539999999999998;461229;0.46;14;5;10026;0;1;46;21;4;6;4.48;2.045;549;0.67;2.99;2030;14;2;d;0;0
2;1245;1;5;7;0.0705;463645;0.36;89;4;33117;0;0;14;5;2;2;18.32;3.6950000000000003;382;0.64;3.27;4705;14;2;utg;0;0
3;957;0;4;3;0.037000000000000005;389600;0.14;24;4;17709;0;0;22;3;2;2;21.48;3.8550000000000004;404;0.32;22.49;2690;2;2;99;0;0
4;1454;1;4;280;0.1437;355000;0.5;20;8;35500;1;2;10;5;2;2;6.68;2.54;301;0.9;1.83;3750;9;2;4;0;0
5;629;1;6;8;0.028999999999999998;410397;0.43;23;8;11091;3;0;37;16;6;0;30.97;6.744999999999999;1;0.59;3.27;2026;1;2;99;0;0
6;1525;1;5;311;0.26789999999999997;467514;0.78;32;5;25973;0;1;18;14;2;1;3.40;2.01;564;0.94;1.68;1961;14;2;5;0;0
7;575;1;4;4;0.0055000000000000005;322210;0.17;7;7;26850;0;1;12;2;3;1;91.03;15.645;288;0.5;15.87;2765;14;2;7;0;0
8;1498;1;4;11;0.0083;294500;0.29;39;5;21035;0;2;14;4;3;2;53.80;11.165;61;0.64;10.73;2000;7;2;3;0;1
9;1214;1;5;88;0.18239999999999998;448208;0.39;29;5;19487;3;2;23;9;2;1;6.01;2.27;57;0.52;3.73;2505;12;2;1;1;1
10;1048;1;4;44;0.049800000000000004;337532;0.21;2;4;17764;1;1;19;4;7;1;7.68;2.535;75;0.63;7.91;2130;2;2;2;0;1
11;1524;1;5;230;0.0103;319322;0.25;26;5;8870;2;0;36;9;4;4;62.59;11.515;280;0.47;5.03;1695;14;2;d;0;0
0;452;0;5;294;0.009000000000000001;331700;0.15;13;0;12757;0;2;26;4;6;2;58.72;8.67;546;0.46;29.44;1460;6;3;99;0;0
1;296;0;7;15;0.0131;370000;0.21;64;3;11212;0;0;33;7;1;3;84.78;17.64;30;0.33;19.46;1315;2;3;99;0;0
2;79;1;5;161;0.02;324725;0.42;11;3;12489;0;2;26;11;4;2;38.55;7.97;312;0.65;3.38;1924;14;3;99;0;0
3;616;0;6;11;0.0443;710101;0.26;0;0;15108;2;0;47;12;7;5;15.39;5.1450000000000005;178;0.51;9.83;2855;6;3;4;0;0
4;1583;0;7;96;0.0033;535757;0.16;48;1;9567;0;2;56;9;9;5;119.80;19.314999999999998;158;0.41;4.51;1467;1;3;d;0;0
5;1584;0;8;44;0.1283;738445;0.26;56;1;18934;0;1;39;10;5;5;7.96;2.62;76;0.51;5.58;2525;11;3;99;0;0
6;1585;1;7;302;0.0002;581961;0.22;56;1;16165;0;2;36;8;4;8;99.9;99.9;413;0.56;18.32;1122;14;3;s;0;0
7;1212;0;8;98;0.0318;732117;0.33;36;3;14079;0;2;52;17;13;4;26.37;5.755;160;0.65;4.13;3691;14;3;5;0;0
8;1013;0;6;237;0.033;706805;0.15;24;1;17239;0;0;41;6;9;6;27.25;4.885;428;0.51;16.84;1522;16;3;2;0;1
9;670;0;7;40;0.0092;655300;0.21;37;0;19857;1;2;33;7;7;5;60.92;10.505;60;0.58;22.11;2985;16;3;utg;0;0
10;1;0;6;8;0.006999999999999999;576300;0.21;1;1;14776;0;2;39;8;5;4;71.49;13.27;1;0.44;11.75;1444;1;3;6;0;0
11;874;0;7;7;0.1033;1798854;0.22;7;0;35977;0;1;50;11;8;7;10.85;3.545;109;0.52;12.00;1392;11;3;7;0;0
12;1444;0;6;4;0.2223;1775429;0.31;89;1;36988;0;0;48;15;2;8;3.44;1.54;544;0.52;6.02;5874;14;3;3;0;1
13;669;0;6;25;0.13369999999999999;1472303;0.44;35;2;43303;0;0;34;15;2;1;5.12;2.195;26;0.53;5.48;5788;1;3;99;0;0
14;750;1;7;43;0.2414;3003588;0.26;38;2;79041;0;2;38;10;7;3;4.15;1.85;60;0.53;4.96;12122;16;3;1;1;1
0;1269;2;5;40;0.06570000000000001;281900;0.26;95;18;14836;1;2;19;5;1;1;11.55;3.115;498;0.37;18.36;2185;4;4;2;0;1
1;726;2;5;10;0.0383;372500;0.5;37;0;31041;0;0;12;6;2;0;17.59;3.4;8;0.67;8.31;2260;2;4;6;0;0
2;122;2;5;3;0.0027;277500;0.14;68;3;13214;0;2;21;3;3;5;121.52;22.11;61;0.52;9.48;1150;7;4;99;0;0
3;1586;2;6;11;0.0417;395200;0.17;48;1;16466;0;0;24;4;4;5;16.04;3.755;9;0.54;10.94;2450;6;4;3;0;1
4;1587;2;6;50;0.0104;374200;0.12;70;0;8909;1;0;42;5;4;3;60.32;7.265000000000001;322;0.29;16.12;1090;2;4;7;0;0
5;1588;2;5;94;0.0064;261800;0.11;6;1;14544;0;1;18;2;3;3;78.64;11.68;13;0.44;29.94;1089;0;4;99;0;0
6;1589;2;5;312;0.0043;399100;0.09;48;1;12093;1;0;33;3;7;8;74.97;9.78;576;0.55;38.06;975;12;4;99;0;0
7;305;2;7;102;0.0647;783300;0.32;40;0;17802;0;0;44;14;5;2;14.19;3.255;163;0.48;4.57;2045;2;4;4;0;0
8;748;2;6;88;0.5582;608000;0.39;40;0;16888;0;2;36;14;0;1;1.77;1.465;57;0.42;3.23;1310;12;4;1;1;1
9;1590;2;6;43;0.07919999999999999;670122;0.3;20;31;14567;0;1;46;14;10;6;10.52;3.4299999999999997;564;0.65;10.40;2134;14;4;5;0;0
10;940;2;8;7;0.0447;919400;0.36;39;2;23574;0;0;39;14;4;2;17.30;3.5949999999999998;226;0.51;23.63;1425;12;4;99;0;0
11;391;2;7;280;0.0012;661200;0.2;12;1;15027;0;1;44;9;7;4;99.9;99.9;217;0.45;24.80;2610;0;4;s;0;0
12;1591;2;7;4;0.0753;808627;0.32;7;0;21854;0;0;37;12;10;4;8.60;2.36;288;0.7;15.62;1353;14;4;d;0;0
13;1330;2;5;106;0.0046;801000;0.03;9;1;25031;0;1;32;1;8;9;104.76;15.364999999999998;75;0.56;44.80;1100;2;4;99;0;0
14;1592;2;9;99;0.0028000000000000004;847800;0.08;24;1;7436;3;2;114;9;12;18;118.66;11.085;212;0.34;47.72;1069;6;4;99;0;0
0;1316;0;5;88;0.0055000000000000005;1288500;0.16;15;8;33907;0;2;38;6;7;4;99.9;99.9;57;0.45;13.21;1150;12;5;s;0;0
1;873;0;6;10;0.029900000000000003;1332500;0.26;25;8;39191;0;1;34;9;7;4;19.88;3.4299999999999997;8;0.59;19.74;1865;2;5;5;0;0
2;1593;1;6;311;0.044000000000000004;1079276;0.18;21;12;24529;0;1;44;8;9;7;21.38;5.15;564;0.55;18.28;1638;14;5;99;0;0
3;1492;0;7;106;0.043899999999999995;933444;0.21;32;5;19446;0;1;48;10;6;4;16.31;4.325;2;0.42;6.99;2073;2;5;utg;0;0
4;1241;1;5;4;0.3379;1191752;0.24;28;64;29462;0;1;38;9;8;5;2.49;1.5699999999999998;288;0.58;13.09;1500;14;5;3;0;1
5;1215;0;7;7;0.19469999999999998;1267700;0.24;21;12;30183;0;0;42;10;7;4;5.51;1.875;20;0.5;2.71;4635;11;5;2;0;1
6;1007;0;7;5;0.0562;1596852;0.28;22;12;26177;0;1;61;17;10;10;16.77;3.675;2;0.61;11.75;2565;2;5;99;0;0
7;134;0;6;302;0.1268;1454907;0.29;25;8;21395;0;1;68;20;13;8;7.27;2.5;83;0.6;4.96;4290;14;5;6;0;0
8;487;2;6;3;0.06280000000000001;1564450;0.24;22;12;30675;0;2;51;12;6;11;9.71;3.025;250;0.57;5.21;1725;2;5;1;1;1
9;49;0;7;43;0.0154;1090900;0.11;23;8;13636;0;2;80;9;9;11;26.73;4.96;39;0.36;35.03;1840;1;5;7;0;0
10;33;1;5;12;0.079;1306500;0.3;22;12;43550;0;1;30;9;3;3;11.55;3.26;26;0.5;6.29;3525;1;5;4;0;0
11;282;0;9;99;0.0039000000000000003;1372138;0.15;34;8;15955;0;2;86;13;15;10;83.19;14.865;161;0.44;9.69;1940;2;5;99;0;0
0;1594;1;5;4;0.0154;716886;0.2;35;5;20482;0;1;35;7;6;4;41.57;6.29;288;0.49;5.16;1831;14;6;d;0;0
1;636;1;5;12;0.1313;787315;0.45;12;4;39365;1;0;20;9;2;2;6.60;2.14;26;0.65;4.32;2605;1;6;3;0;1
2;974;1;5;5;0.0075;645500;0.26;30;8;20822;0;1;31;8;5;2;52.59;7.57;2;0.48;8.01;1705;2;6;2;0;1
3;1595;1;5;311;0.09970000000000001;817115;0.55;22;12;37141;0;1;22;12;2;2;11.53;3.895;564;0.73;6.65;3143;14;6;utg;0;0
4;446;0;6;88;0.4819;763100;0.24;23;8;23124;0;2;33;8;5;3;1.90;1.325;57;0.48;2.55;3295;12;6;1;1;1
5;1596;1;4;313;0.018600000000000002;603996;0.64;89;4;54908;0;0;11;7;1;0;42.34;7.615;566;0.73;2.78;5718;14;6;6;0;0
6;780;0;5;10;0.0301;877700;0.2;30;8;29256;0;1;30;6;3;5;21.56;3.37;8;0.47;4.90;3500;2;6;99;0;0
7;1102;1;5;15;0.0361;856225;0.23;31;8;21405;0;1;40;9;7;5;18.67;4.234999999999999;88;0.53;11.14;2420;18;6;99;0;0
8;1597;1;7;11;0.0032;644562;0.29;32;5;20792;0;2;31;9;3;4;79.10;10.09;407;0.52;11.23;1622;12;6;4;0;0
9;1290;0;5;216;0.15380000000000002;712394;0.73;31;8;47492;0;0;15;11;0;1;5.62;1.905;381;0.8;3.14;5720;14;6;99;0;0
10;1210;1;6;37;0.0077;736914;0.39;1;4;32039;0;0;23;9;4;3;50.35;6.664999999999999;46;0.7;3.67;3820;6;6;7;0;0
11;387;1;7;43;0.014499999999999999;833266;0.26;29;5;21365;0;1;39;10;6;9;27.71;5.0200000000000005;60;0.64;9.72;2405;16;6;5;0;0
0;26;0;7;15;0.10869999999999999;4292915;0.42;17;10;71548;0;1;60;25;5;4;10.39;2.88;21;0.57;3.30;8205;11;7;7;0;0
1;619;0;7;5;0.1437;10307485;0.59;55;20;264294;0;2;39;23;5;3;6.08;2.305;2;0.79;6.83;8550;2;7;2;0;1
2;1480;2;9;43;0.17190000000000003;22098441;0.18;97;40;214547;0;1;103;19;26;19;4.86;1.775;555;0.62;34.28;10017;14;7;3;0;1
3;181;0;8;44;0.0828;6756367;0.4;17;10;107243;0;2;63;25;10;10;10.49;3.7;76;0.71;4.69;7255;11;7;1;1;1
4;791;0;6;47;0.2184;3097500;0.29;97;40;91102;0;0;34;10;4;5;5.16;2.09;69;0.56;6.29;9845;11;7;99;0;0
5;1598;0;7;294;0.07200000000000001;4548101;0.36;19;12;103365;1;0;44;16;10;4;6.34;2.54;549;0.68;5.44;14131;14;7;4;0;0
6;1599;1;7;4;0.0519;6554823;0.23;85;12;89792;0;0;73;17;8;11;15.18;4.335;577;0.49;45.80;1333;14;7;5;0;0
7;749;0;6;11;0.0229;2951550;0.24;23;8;71989;0;1;41;10;11;6;25.47;5.225;30;0.66;4.76;7005;2;7;7;0;0
8;132;1;7;12;0.0291;4342540;0.4;52;12;108563;0;1;40;16;5;6;21.26;5.02;26;0.68;6.23;6295;1;7;99;0;0
9;182;1;9;7;0.0987;6491026;0.29;87;27;115911;0;1;56;16;15;6;8.93;2.805;109;0.66;2.76;4120;11;7;6;0;0
0;1600;1;5;4;0.6433;8213500;0.67;47;12;456305;0;1;18;12;3;0;1.41;1.13;143;0.83;2.70;54450;11;1;1;1;1
1;1545;0;5;15;0.0039000000000000003;2796529;0.1;21;58;54833;0;1;51;5;3;6;70.20;8.4;21;0.27;85.51;400;11;1;4;0;0
2;1542;1;5;43;0.0647;1244737;0.14;23;8;35563;2;2;35;5;2;5;13.51;2.96;21;0.34;12.19;1155;11;1;d;0;0
3;1403;1;5;40;0.053;2333723;0.34;21;12;80473;0;1;29;10;8;4;12.23;2.605;252;0.76;16.33;1985;2;1;3;0;1
4;1333;1;5;44;0.0124;2147720;0.23;54;38;53693;0;1;40;9;6;6;29.64;4.835;21;0.53;37.24;3875;11;1;5;0;0
5;1543;1;5;7;0.07490000000000001;2342868;0.19;47;56;86772;0;1;27;5;3;4;13.24;3.1950000000000003;109;0.44;24.71;5562;11;1;2;0;1
6;55;1;5;33;0.0202;1065000;0.26;30;8;46304;2;2;23;6;4;1;20.44;3.645;5;0.48;12.42;4840;3;1;6;0;0
7;1154;1;5;80;0.1245;1101500;0.32;26;5;57973;0;0;19;6;5;1;7.70;2.18;79;0.63;21.55;4445;26;1;d;0;0
8;1601;1;5;139;0.0029;529581;0.12;50;50;21183;3;1;25;3;4;4;91.76;11.135;21;0.44;30.73;25;11;1;utg;0;0
0;1602;0;8;314;0.0004;513679;0.2;9;4;9172;0;0;56;11;10;4;99.9;99.9;578;0.45;3.19;1723;14;2;s;0;0
1;1417;0;6;139;0.0436;888893;0.15;21;12;16161;0;2;55;8;8;9;20.66;3.625;57;0.45;7.37;556;12;2;7;0;0
2;520;2;7;40;0.0483;874900;0.19;27;8;16825;0;1;52;10;11;6;14.86;2.77;265;0.52;27.97;1640;25;2;6;0;0
3;1575;0;7;23;0.10710000000000001;727600;0.14;32;5;12992;0;1;56;8;9;11;8.24;2.2199999999999998;200;0.5;5.87;2525;15;2;3;0;1
4;1341;0;6;283;0.0449;537780;0.09;25;8;12222;0;2;44;4;7;8;19.76;5.105;57;0.43;26.42;1635;12;2;5;0;0
5;495;0;8;15;0.028300000000000002;800913;0.16;26;5;12514;2;1;64;10;6;8;32.38;5.965;252;0.38;8.34;517;2;2;4;0;0
6;1603;0;8;4;0.10619999999999999;881693;0.15;50;8;16635;0;2;53;8;10;4;10.72;3.335;57;0.42;11.52;1005;12;2;99;0;0
7;493;1;5;43;0.030299999999999997;838226;0.41;15;8;20444;0;1;41;17;5;2;99.9;99.9;60;0.59;2.20;2255;16;2;s;0;0
8;1456;0;6;294;0.41490000000000005;604945;0.39;14;5;13150;0;1;46;18;7;2;1.89;1.27;549;0.59;1.72;2606;14;2;1;1;1
9;1136;0;8;302;0.0091;847732;0.11;38;5;8830;0;2;96;11;12;11;49.95;7.635;202;0.35;16.75;1015;26;2;99;0;0
10;54;0;5;7;0.1425;748500;0.1;34;8;24145;3;0;31;3;5;10;5.70;2.12;41;0.58;17.39;1289;15;2;2;0;1
11;1138;0;5;13;0.024300000000000002;621900;0.27;29;5;20730;0;2;30;8;8;5;24.05;5.04;192;0.7;6.36;1335;26;2;99;0;0
0;1431;0;8;71;0.0412;1030450;0.36;20;8;22898;0;1;45;16;9;4;22.40;4.545;154;0.64;15.03;1479;21;3;5;0;0
1;779;0;12;79;0.22579999999999997;1405953;0.2;52;12;15621;0;2;90;18;12;14;5.85;2.21;152;0.49;5.74;995;5;3;7;0;0
